14:51:05.997,1377.917
14:51:07.663,1377.887
14:51:07.713,1377.910
14:51:07.713,1377.877
14:51:07.713,1377.885
14:51:07.713,1377.880
14:51:07.732,1377.860
14:51:07.742,1377.927
14:51:07.752,1377.872
14:51:07.762,1377.833
14:51:07.767,1377.886
14:51:07.782,1377.842
14:51:07.794,1377.913
14:51:07.815,1377.885
14:51:07.833,1377.833
14:51:07.842,1377.870
14:51:07.852,1377.924
14:51:07.862,1377.971
14:51:07.883,1377.851
14:51:07.892,1377.913
14:51:07.902,1377.878
14:51:07.923,1377.848
14:51:07.932,1377.953
14:51:07.942,1377.859
14:51:07.962,1377.952
14:51:07.972,1377.957
14:51:07.982,1377.917
14:51:08.003,1377.888
14:51:08.012,1377.785
14:51:08.022,1377.950
14:51:08.043,1377.894
14:51:08.052,1377.881
14:51:08.062,1377.936
14:51:08.074,1377.830
14:51:08.086,1377.915
14:51:08.101,1377.909
14:51:08.114,1377.893
14:51:08.133,1377.879
14:51:08.143,1377.890
14:51:08.153,1377.843
14:51:08.173,1377.944
14:51:08.183,1377.878
14:51:08.203,1377.838
14:51:08.213,1377.953
14:51:08.223,1377.961
14:51:08.243,1377.908
14:51:08.253,1377.915
14:51:08.263,1377.941
14:51:08.273,1377.896
14:51:08.293,1377.893
14:51:08.300,1377.871
14:51:08.314,1377.835
14:51:08.328,1377.842
14:51:08.348,1377.881
14:51:08.358,1377.887
14:51:08.368,1377.868
14:51:08.388,1377.883
14:51:08.398,1377.898
14:51:08.408,1377.903
14:51:08.428,1377.908
14:51:08.438,1377.892
14:51:08.448,1377.826
14:51:08.468,1377.939
14:51:08.478,1377.821
14:51:08.488,1377.939
14:51:08.508,1377.882
14:51:08.518,1377.883
14:51:08.528,1377.905
14:51:08.548,1377.916
14:51:08.558,1377.831
14:51:08.568,1377.881
14:51:08.582,1377.848
14:51:08.593,1377.917
14:51:08.607,1377.936
14:51:08.620,1377.886
14:51:08.639,1377.846
14:51:08.649,1377.902
14:51:08.669,1377.834
14:51:08.679,1377.896
14:51:08.689,1377.821
14:51:08.709,1377.973
14:51:08.719,1377.858
14:51:08.729,1377.871
14:51:08.749,1377.872
14:51:08.759,1377.835
14:51:08.769,1377.886
14:51:08.789,1377.896
14:51:08.799,1377.775
14:51:08.809,1377.883
14:51:08.821,1377.851
14:51:08.840,1377.898
14:51:08.850,1377.901
14:51:08.860,1377.892
14:51:08.874,1377.846
14:51:08.888,1377.876
14:51:08.908,1377.867
14:51:08.918,1377.854
14:51:08.928,1377.893
14:51:08.948,1377.876
14:51:08.958,1377.941
14:51:08.968,1377.794
14:51:08.988,1377.878
14:51:08.998,1377.907
14:51:09.008,1377.903
14:51:09.028,1377.952
14:51:09.038,1377.877
14:51:09.048,1377.854
14:51:09.068,1377.847
14:51:09.078,1377.883
14:51:09.087,1377.874
14:51:09.101,1377.910
14:51:09.114,1377.956
14:51:09.132,1377.932
14:51:09.149,1377.910
14:51:09.159,1377.931
14:51:09.169,1377.955
14:51:09.189,1377.906
14:51:09.199,1377.864
14:51:09.209,1377.854
14:51:09.229,1377.847
14:51:09.239,1377.882
14:51:09.249,1377.948
14:51:09.269,1377.895
14:51:09.279,1377.883
14:51:09.289,1377.884
14:51:09.309,1377.809
14:51:09.319,1377.896
14:51:09.329,1377.927
14:51:09.349,1377.869
14:51:09.354,1377.910
14:51:09.368,1377.900
14:51:09.380,1377.931
14:51:09.397,1377.926
14:51:09.407,1377.893
14:51:09.430,1377.887
14:51:09.450,1377.961
14:51:09.460,1377.912
14:51:09.470,1377.872
14:51:09.480,1377.894
14:51:09.490,1377.932
14:51:09.510,1377.952
14:51:09.520,1377.892
14:51:09.530,1377.919
14:51:09.550,1377.918
14:51:09.560,1377.885
14:51:09.570,1377.908
14:51:09.582,1378.000
14:51:09.594,1377.879
14:51:09.607,1377.873
14:51:09.620,1377.888
14:51:09.650,1377.863
14:51:09.660,1377.869
14:51:09.670,1377.843
14:51:09.680,1377.912
14:51:09.690,1377.907
14:51:09.710,1377.893
14:51:09.720,1377.886
14:51:09.730,1377.891
14:51:09.750,1377.825
14:51:09.760,1377.898
14:51:09.770,1377.868
14:51:09.790,1377.909
14:51:09.800,1377.904
14:51:09.810,1377.900
14:51:09.820,1377.936
14:51:09.840,1377.835
14:51:09.850,1377.833
14:51:09.860,1377.877
14:51:09.880,1377.868
14:51:09.887,1377.836
14:51:09.901,1377.835
14:51:09.913,1377.831
14:51:09.931,1377.939
14:51:09.951,1377.930
14:51:09.961,1377.867
14:51:09.971,1377.869
14:51:09.981,1377.888
14:51:10.001,1377.943
14:51:10.011,1377.825
14:51:10.021,1377.886
14:51:10.041,1377.892
14:51:10.051,1377.858
14:51:10.061,1377.852
14:51:10.075,1377.852
14:51:10.087,1377.906
14:51:10.102,1377.993
14:51:10.115,1377.935
14:51:10.132,1377.868
14:51:10.152,1377.870
14:51:10.162,1377.881
14:51:10.172,1377.896
14:51:10.182,1377.882
14:51:10.202,1377.952
14:51:10.212,1377.863
14:51:10.222,1377.884
14:51:10.242,1377.863
14:51:10.252,1377.874
14:51:10.262,1377.876
14:51:10.282,1377.924
14:51:10.292,1377.875
14:51:10.302,1377.825
14:51:10.322,1377.890
14:51:10.332,1377.908
14:51:10.342,1377.913
14:51:10.362,1377.887
14:51:10.372,1377.958
14:51:10.382,1377.904
14:51:10.402,1377.902
14:51:10.412,1377.925
14:51:10.421,1377.932
14:51:10.433,1377.878
14:51:10.446,1377.913
14:51:10.465,1377.895
14:51:10.475,1377.849
14:51:10.495,1377.906
14:51:10.505,1377.829
14:51:10.515,1377.886
14:51:10.535,1377.863
14:51:10.553,1377.917
14:51:10.563,1377.924
14:51:10.573,1377.889
14:51:10.580,1377.919
14:51:10.593,1377.868
14:51:10.607,1377.920
14:51:10.621,1377.896
14:51:10.641,1377.924
14:51:10.651,1377.863
14:51:10.661,1377.942
14:51:10.681,1377.849
14:51:10.691,1377.867
14:51:10.701,1377.888
14:51:10.721,1377.868
14:51:10.731,1377.926
14:51:10.741,1377.853
14:51:10.761,1377.836
14:51:10.771,1377.917
14:51:10.781,1377.876
14:51:10.801,1377.881
14:51:10.811,1377.898
14:51:10.821,1377.855
14:51:10.841,1377.905
14:51:10.851,1378.002
14:51:10.861,1377.874
14:51:10.881,1377.873
14:51:10.891,1377.872
14:51:10.901,1377.843
14:51:10.921,1377.870
14:51:10.931,1377.832
14:51:10.941,1377.828
14:51:10.953,1377.819
14:51:10.967,1377.876
14:51:10.980,1377.961
14:51:10.998,1377.862
14:51:11.007,1377.906
14:51:11.027,32.918
14:51:11.037,23.761
14:51:11.047,23.767
14:51:11.067,23.792
14:51:11.077,24.148
14:51:11.086,24.351
14:51:11.101,24.378
14:51:11.114,24.343
14:51:11.131,23.907
14:51:11.141,23.536
14:51:11.161,23.420
14:51:11.168,23.599
14:51:11.179,24.236
14:51:11.194,23.907
14:51:11.206,23.769
14:51:11.220,23.634
14:51:11.234,23.569
14:51:11.247,23.456
14:51:11.267,23.550
14:51:11.277,23.755
14:51:11.287,23.918
14:51:11.327,24.244
14:51:11.327,24.872
14:51:11.337,25.762
